1	nan	nan
2	nan	nan
3	0.92	nan
4	1.21	nan
5	1.55	1.47
6	1.88	1.76
7	2.20	2.05
8	2.51	2.35
9	2.83	2.62
10	2.80	2.92
11	3.49	3.32
12	3.76	3.54
13	4.13	3.93
14	4.48	4.15
15	4.90	4.39
16	5.17	4.69
17	5.28	5.07
18	5.69	5.38
19	6.17	5.63
20	6.86	5.95
21	7.13	6.10
22	7.20	6.59
23	7.74	6.79
24	8.07	7.16
25	8.16	7.47
